ts,price,volume,side
1763509973.576,3116.7,0.01,B
1763509973.566,3116.68,0.01,B
1763509973.536,3116.68,1.85,B
1763509973.536,3116.68,0.01,B
1763509973.536,3116.68,0.01,B
1763509973.518,3116.66,0.01,B
1763509973.505,3116.62,0.05,B
1763509973.505,3116.61,0.01,B
1763509973.505,3116.59,0.01,B
1763509973.505,3116.59,0.01,B
1763509973.505,3116.52,0.01,B
1763509973.498,3116.41,0.02,B
1763509973.498,3116.4,0.01,B
1763509973.498,3116.39,0.01,B
1763509973.498,3116.39,0.07,B
1763509973.498,3116.39,0.14,B
1763509973.498,3116.39,0.22,B
1763509973.257,3116.38,0.2,S
1763509973.257,3116.38,0.01,S
1763509973.257,3116.38,0.01,S
1763509972.662,3116.39,0.01,B
1763509972.662,3116.39,0.01,B
1763509971.324,3116.39,0.23,B
1763509970.832,3116.39,1.48,B
1763509970.832,3116.39,0.79,B
1763509970.832,3116.39,0.23,B
1763509969.137,3116.4,0.01,S
1763509969.137,3116.4,0.01,S
1763509969.137,3116.42,0.02,S
1763509969.137,3116.47,0.01,S
1763509968.497,3116.47,0.01,S
1763509968.497,3116.47,0.01,S
1763509968.497,3116.47,0.01,S
1763509968.299,3116.48,4.27,B
1763509968.299,3116.48,2.24,B
1763509968.299,3116.48,2.24,B
1763509968.299,3116.48,2.1,B
1763509967.441,3116.48,0.14,B
1763509967.441,3116.48,0.02,B
1763509967.06,3116.48,0.01,S
1763509967.06,3116.48,0.01,S
1763509967.06,3116.6,0.01,S
1763509967.047,3116.64,0.02,S
1763509967.047,3116.65,0.01,S
1763509967.047,3116.65,0.01,S
1763509967.047,3116.65,0.01,S
1763509967.039,3116.7,0.01,S
1763509967.039,3116.7,0.62,S
1763509967.039,3116.7,0.27,S
1763509966.949,3116.7,0.68,S
1763509966.949,3116.7,0.1,S
1763509966.949,3116.7,0.01,S
1763509966.949,3116.7,0.01,S
1763509966.657,3116.71,0.32,B
1763509965.519,3116.71,1.67,B
1763509965.51,3116.71,10.91,B
1763509965.508,3116.71,2.7,B
1763509965.497,3116.7,0.01,B
1763509965.497,3116.7,0.01,B
1763509965.497,3116.68,0.01,B
1763509965.497,3116.68,0.01,B
1763509965.484,3116.66,0.69,B
1763509965.484,3116.64,0.02,B
1763509965.484,3116.63,0.01,B
1763509965.484,3116.61,0.01,B
1763509965.484,3116.61,0.01,B
1763509965.484,3116.61,0.01,B
1763509965.484,3116.59,0.32,B
1763509965.482,3116.55,0.01,B
1763509965.482,3116.55,0.02,B
1763509965.463,3116.55,0.02,B
1763509965.463,3116.54,0.01,B
1763509965.463,3116.53,0.01,B
1763509965.463,3116.51,0.1,B
1763509965.463,3116.49,0.01,B
1763509965.463,3116.49,0.07,B
1763509965.457,3116.43,0.01,B
1763509965.457,3116.42,0.01,B
1763509965.457,3116.42,0.02,B
1763509965.443,3116.41,0.03,B
1763509965.443,3116.41,0.07,B
1763509965.443,3116.4,0.01,B
1763509965.443,3116.4,0.01,B
1763509965.443,3116.4,0.02,B
1763509964.837,3116.37,0.01,B
1763509964.837,3116.37,0.01,B
1763509964.837,3116.37,0.01,B
1763509964.831,3116.33,0.01,B
1763509964.817,3116.26,0.01,B
1763509964.817,3116.25,0.01,B
1763509964.817,3116.23,0.01,B
1763509964.817,3116.21,0.01,B
1763509964.817,3116.21,0.01,B
1763509964.817,3116.21,0.01,B
1763509964.767,3116.2,0.01,B
1763509964.757,3116.19,0.01,B
1763509964.757,3116.16,0.01,B
1763509964.757,3116.16,0.12,B
1763509964.751,3116.16,0.08,B
1763509964.751,3116.16,0.02,B
1763509964.751,3116.16,0.06,B
1763509964.747,3116.12,0.01,B
1763509964.747,3116.12,0.01,B
1763509964.747,3116.12,0.01,B
1763509964.737,3116.1,0.01,B
1763509964.737,3116.05,0.01,B
1763509964.737,3116.04,0.01,B
1763509964.737,3116.04,0.01,B
1763509964.727,3116.0,0.01,B
1763509964.727,3115.98,0.01,B
1763509964.727,3115.98,0.01,B
1763509964.727,3115.94,0.01,B
1763509964.677,3115.91,0.01,B
1763509964.677,3115.85,0.01,B
1763509964.677,3115.85,0.01,B
1763509964.677,3115.85,0.01,B
1763509964.647,3115.84,0.01,B
1763509964.647,3115.84,0.01,B
1763509964.63,3115.8,0.01,B
1763509964.63,3115.8,0.02,B
1763509964.617,3115.77,0.01,B
1763509964.617,3115.73,0.01,B
1763509964.373,3115.7,0.01,B
1763509964.373,3115.64,0.01,B
1763509964.373,3115.64,0.01,B
1763509964.373,3115.62,0.01,B
1763509964.373,3115.56,0.01,B
1763509964.373,3115.5,0.01,B
1763509964.373,3115.42,0.01,B
1763509964.373,3115.4,0.05,B
1763509964.373,3115.4,0.15,B
1763509964.373,3115.4,0.01,B
1763509964.373,3115.4,0.01,B
1763509961.129,3115.35,0.01,B
1763509961.129,3115.34,0.01,B
1763509961.129,3115.28,0.01,B
1763509961.126,3115.2,0.02,B
1763509961.126,3115.19,0.01,B
1763509961.126,3115.14,0.01,B
1763509961.126,3115.14,0.01,B
1763509961.125,3115.12,0.01,B
1763509961.125,3115.12,0.06,B
1763509961.037,3115.11,0.01,B
1763509961.037,3115.11,0.01,B
1763509961.029,3115.08,0.01,B
1763509961.029,3115.08,0.01,B
1763509961.029,3115.08,0.01,B
1763509960.699,3115.0,0.01,B
1763509960.699,3115.0,0.01,B
1763509960.687,3114.95,0.01,B
1763509960.687,3114.95,0.01,B
1763509960.664,3114.96,0.01,B
1763509960.664,3114.96,0.01,B
1763509960.664,3114.95,0.02,B
1763509960.664,3114.91,0.01,B
1763509960.664,3114.9,0.01,B
1763509960.664,3114.9,0.01,B
1763509960.664,3114.89,0.02,B
1763509960.664,3114.86,0.01,B
1763509960.634,3114.8,0.01,B
1763509960.617,3114.79,0.01,B
1763509960.617,3114.79,0.02,B
1763509960.608,3114.73,0.02,B
1763509960.608,3114.72,0.01,B
1763509960.607,3114.71,0.01,B
1763509960.583,3114.67,0.02,B
1763509960.583,3114.64,0.02,B
1763509960.583,3114.62,0.01,B
1763509960.583,3114.62,0.01,B
1763509960.583,3114.6,0.01,B
1763509960.583,3114.58,0.01,B
1763509960.578,3114.5,0.15,B
1763509960.578,3114.5,0.01,B
1763509960.578,3114.5,0.01,B
1763509960.441,3114.48,0.02,B
1763509960.441,3114.47,0.01,B
1763509960.441,3114.45,0.02,B
1763509960.441,3114.45,0.01,B
1763509960.441,3114.45,0.01,B
1763509960.441,3114.45,0.01,B
1763509960.441,3114.42,0.02,B
1763509960.441,3114.4,0.01,B
1763509960.437,3114.39,0.02,B
1763509960.437,3114.36,0.02,B
1763509960.435,3114.32,0.01,B
1763509960.426,3114.3,0.01,B
1763509960.426,3114.29,0.01,B
1763509960.426,3114.29,0.01,B
1763509960.42,3114.26,0.02,B
1763509960.42,3114.23,0.02,B
1763509960.42,3114.23,0.01,B
1763509960.42,3114.2,0.02,B
1763509960.419,3114.18,0.02,B
1763509960.419,3114.18,0.64,B
1763509960.419,3114.18,0.14,B
1763509960.419,3114.18,0.01,B
1763509960.419,3114.18,0.01,B
1763509953.62,3114.17,0.8,S
1763509952.977,3114.26,0.06,S
1763509952.977,3114.26,0.03,S
1763509952.977,3114.3,0.01,S
1763509952.977,3114.31,0.01,S
1763509952.977,3114.31,0.01,S
1763509952.95,3114.45,0.01,S
1763509952.668,3114.48,0.12,B
1763509952.668,3114.48,0.02,B
1763509952.668,3114.48,0.02,B
1763509952.668,3114.47,0.02,B
1763509952.668,3114.47,0.01,B
1763509952.668,3114.45,0.01,B
1763509952.668,3114.44,0.01,B
1763509952.668,3114.44,0.01,B
1763509952.668,3114.44,0.01,B
1763509952.668,3114.4,0.01,B
1763509952.657,3114.3,0.01,B
1763509952.657,3114.3,0.01,B
1763509952.657,3114.3,0.01,B
1763509952.648,3114.29,0.01,B
1763509950.856,3114.2,0.01,B
1763509950.856,3114.2,0.01,B
1763509950.856,3114.17,0.02,B
1763509950.856,3114.12,0.15,B
1763509950.856,3114.12,0.01,B
1763509950.856,3114.12,0.01,B
1763509950.357,3114.11,0.01,S
1763509950.357,3114.11,0.01,S
